run,bench,input,working_set_bytes,working_set_note,dcache_size,policy,status,trace_rows,issued,span_cycles,ipc,read_misses,non_cold_misses,reuse_hit_pct,unique_lines,line_local_pct,overflow_sets,read_hit_pct,reuse_access_ratio,line_stride_64_plus_pct,max_unique_tags_per_set,same_set_tag_changes,artifact
37,kmeans,p128_f32_c8,17920,feature=16384B clusters=1024B membership=512B,1024,GTO,ok,149453,44848,78564,0.570847,7657,6960,37,950,36.13,4,36,92.15,53.89,365,4301,/home/ltj/2026urp/vortex_arb/worklogs/trace_runs/run37/GTO/kmeans
37,kmeans,p128_f32_c8,17920,feature=16384B clusters=1024B membership=512B,1024,gCAWS,ok,139642,44848,93879,0.477721,7566,6877,38,950,36.24,4,37,92.15,54.02,365,4338,/home/ltj/2026urp/vortex_arb/worklogs/trace_runs/run37/gCAWS/kmeans
38,kmeans,p128_f32_c8,17920,feature=16384B clusters=1024B membership=512B,4096,RR,ok,166769,44848,96149,0.466443,7587,6927,37,950,36.57,16,37,92.15,53.23,283,3449,/home/ltj/2026urp/vortex_arb/worklogs/trace_runs/run38/RR/kmeans
38,kmeans,p128_f32_c8,17920,feature=16384B clusters=1024B membership=512B,4096,GTO,ok,151019,44848,79294,0.565591,7547,6862,38,950,36.06,16,37,92.15,54.07,283,3426,/home/ltj/2026urp/vortex_arb/worklogs/trace_runs/run38/GTO/kmeans
38,kmeans,p128_f32_c8,17920,feature=16384B clusters=1024B membership=512B,4096,gCAWS,ok,142974,44848,96102,0.466671,7489,6834,38,950,36.14,16,38,92.15,54.18,283,3440,/home/ltj/2026urp/vortex_arb/worklogs/trace_runs/run38/gCAWS/kmeans
39,kmeans,p128_f32_c8,17920,feature=16384B clusters=1024B membership=512B,8192,RR,ok,168202,44848,96865,0.462995,7527,6903,38,950,36.71,32,37,92.15,53.41,269,3315,/home/ltj/2026urp/vortex_arb/worklogs/trace_runs/run39/RR/kmeans
39,kmeans,p128_f32_c8,17920,feature=16384B clusters=1024B membership=512B,8192,GTO,ok,152059,44848,78284,0.572888,7440,6793,39,950,35.82,32,38,92.15,54.41,269,3316,/home/ltj/2026urp/vortex_arb/worklogs/trace_runs/run39/GTO/kmeans
39,kmeans,p128_f32_c8,17920,feature=16384B clusters=1024B membership=512B,8192,gCAWS,ok,141502,44848,96495,0.464770,7399,6784,39,950,36.14,32,38,92.15,54.12,269,3313,/home/ltj/2026urp/vortex_arb/worklogs/trace_runs/run39/gCAWS/kmeans
40,kmeans,p128_f32_c8,17920,feature=16384B clusters=1024B membership=512B,16384,RR,ok,165091,44848,94459,0.474788,7324,6761,39,950,37.05,64,39,92.15,53.21,262,3265,/home/ltj/2026urp/vortex_arb/worklogs/trace_runs/run40/RR/kmeans
40,kmeans,p128_f32_c8,17920,feature=16384B clusters=1024B membership=512B,16384,GTO,ok,149900,44848,78868,0.568646,7283,6736,39,950,35.89,64,39,92.15,54.20,262,3237,/home/ltj/2026urp/vortex_arb/worklogs/trace_runs/run40/GTO/kmeans
40,kmeans,p128_f32_c8,17920,feature=16384B clusters=1024B membership=512B,16384,gCAWS,ok,141137,44848,93670,0.478787,7303,6760,39,950,36.24,64,39,92.15,53.94,262,3254,/home/ltj/2026urp/vortex_arb/worklogs/trace_runs/run40/gCAWS/kmeans
41,kmeans,p128_f32_c8,17920,feature=16384B clusters=1024B membership=512B,32768,RR,ok,156327,44848,91723,0.488950,4503,3985,64,950,36.47,14,62,92.15,53.71,259,3247,/home/ltj/2026urp/vortex_arb/worklogs/trace_runs/run41/RR/kmeans
41,kmeans,p128_f32_c8,17920,feature=16384B clusters=1024B membership=512B,32768,GTO,ok,144892,44848,76027,0.589896,4416,3891,65,950,35.95,14,63,92.15,54.16,259,3190,/home/ltj/2026urp/vortex_arb/worklogs/trace_runs/run41/GTO/kmeans
41,kmeans,p128_f32_c8,17920,feature=16384B clusters=1024B membership=512B,32768,gCAWS,ok,134642,44848,92574,0.484456,4431,3924,64,950,36.48,14,63,92.15,53.75,259,3218,/home/ltj/2026urp/vortex_arb/worklogs/trace_runs/run41/gCAWS/kmeans
42,sssp,tiny,152,row=28B col+data=72B vectors=48B stop=4B,512,RR,ok,551529,13696,58831,0.232802,2364,1998,8,370,5.24,2,7,85.54,91.20,282,2318,/home/ltj/2026urp/vortex_arb/worklogs/trace_runs/run42/RR/sssp
42,sssp,tiny,152,row=28B col+data=72B vectors=48B stop=4B,512,GTO,ok,680322,13696,60940,0.224746,2326,1968,10,370,5.04,2,9,85.54,91.20,282,2315,/home/ltj/2026urp/vortex_arb/worklogs/trace_runs/run42/GTO/sssp
42,sssp,tiny,152,row=28B col+data=72B vectors=48B stop=4B,512,gCAWS,ok,571824,13696,59706,0.229391,2398,2032,7,370,4.96,2,6,85.54,91.32,282,2326,/home/ltj/2026urp/vortex_arb/worklogs/trace_runs/run42/gCAWS/sssp
43,sssp,tiny,152,row=28B col+data=72B vectors=48B stop=4B,2048,RR,ok,552153,13696,58808,0.232893,2322,1978,9,370,5.24,8,9,85.54,91.16,262,2263,/home/ltj/2026urp/vortex_arb/worklogs/trace_runs/run43/RR/sssp
43,sssp,tiny,152,row=28B col+data=72B vectors=48B stop=4B,2048,GTO,ok,680427,13696,60991,0.224558,2281,1940,11,370,5.00,8,10,85.54,91.24,262,2260,/home/ltj/2026urp/vortex_arb/worklogs/trace_runs/run43/GTO/sssp
43,sssp,tiny,152,row=28B col+data=72B vectors=48B stop=4B,2048,gCAWS,ok,565862,13696,59666,0.229544,2347,2001,8,370,5.00,8,8,85.54,91.32,262,2259,/home/ltj/2026urp/vortex_arb/worklogs/trace_runs/run43/gCAWS/sssp
44,sssp,tiny,152,row=28B col+data=72B vectors=48B stop=4B,8192,RR,ok,553219,13696,58926,0.232427,2243,1925,12,370,5.24,2,12,85.54,91.16,257,2265,/home/ltj/2026urp/vortex_arb/worklogs/trace_runs/run44/RR/sssp
44,sssp,tiny,152,row=28B col+data=72B vectors=48B stop=4B,8192,GTO,ok,680840,13696,61194,0.223813,2214,1902,13,370,5.04,2,13,85.54,91.24,257,2259,/home/ltj/2026urp/vortex_arb/worklogs/trace_runs/run44/GTO/sssp
44,sssp,tiny,152,row=28B col+data=72B vectors=48B stop=4B,8192,gCAWS,ok,565835,13696,59797,0.229042,2274,1957,10,370,5.04,2,11,85.54,91.32,257,2257,/home/ltj/2026urp/vortex_arb/worklogs/trace_runs/run44/gCAWS/sssp
45,sssp,tiny,152,row=28B col+data=72B vectors=48B stop=4B,32768,RR,ok,553191,13696,58913,0.232478,2236,1919,12,370,5.24,2,12,85.54,91.16,256,2265,/home/ltj/2026urp/vortex_arb/worklogs/trace_runs/run45/RR/sssp
45,sssp,tiny,152,row=28B col+data=72B vectors=48B stop=4B,32768,GTO,ok,680834,13696,61182,0.223857,2201,1888,13,370,5.04,2,13,85.54,91.24,256,2259,/home/ltj/2026urp/vortex_arb/worklogs/trace_runs/run45/GTO/sssp
45,sssp,tiny,152,row=28B col+data=72B vectors=48B stop=4B,32768,gCAWS,ok,563755,13696,74782,0.183146,2265,1948,11,370,5.04,2,11,85.54,91.32,256,2257,/home/ltj/2026urp/vortex_arb/worklogs/trace_runs/run45/gCAWS/sssp
46,sssp,star_chain16,432,row=68B col+data=232B vectors=128B stop=4B,512,RR,ok,183447,5992,58838,0.101839,2367,2000,8,370,5.39,2,7,85.56,91.10,282,2337,/home/ltj/2026urp/vortex_arb/worklogs/trace_runs/run46/RR/sssp
46,sssp,star_chain16,432,row=68B col+data=232B vectors=128B stop=4B,512,GTO,ok,275752,5992,60907,0.098379,2338,1982,9,370,5.19,2,8,85.56,91.10,282,2324,/home/ltj/2026urp/vortex_arb/worklogs/trace_runs/run46/GTO/sssp
46,sssp,star_chain16,432,row=68B col+data=232B vectors=128B stop=4B,512,gCAWS,ok,192163,5992,59696,0.100375,2389,2022,7,370,5.12,2,6,85.56,91.25,282,2323,/home/ltj/2026urp/vortex_arb/worklogs/trace_runs/run46/gCAWS/sssp
47,sssp,star_chain16,432,row=68B col+data=232B vectors=128B stop=4B,2048,RR,ok,183432,5992,58811,0.101886,2317,1973,9,370,5.35,8,9,85.56,91.14,261,2260,/home/ltj/2026urp/vortex_arb/worklogs/trace_runs/run47/RR/sssp
47,sssp,star_chain16,432,row=68B col+data=232B vectors=128B stop=4B,2048,GTO,ok,275896,5992,61001,0.098228,2294,1947,11,370,5.19,8,10,85.56,91.10,261,2255,/home/ltj/2026urp/vortex_arb/worklogs/trace_runs/run47/GTO/sssp
47,sssp,star_chain16,432,row=68B col+data=232B vectors=128B stop=4B,2048,gCAWS,ok,187476,5992,58988,0.101580,2330,1988,9,370,5.15,8,9,85.56,91.21,261,2256,/home/ltj/2026urp/vortex_arb/worklogs/trace_runs/run47/gCAWS/sssp
48,sssp,star_chain16,432,row=68B col+data=232B vectors=128B stop=4B,8192,RR,ok,184156,5992,58910,0.101714,2243,1926,12,370,5.35,2,12,85.56,91.14,257,2264,/home/ltj/2026urp/vortex_arb/worklogs/trace_runs/run48/RR/sssp
48,sssp,star_chain16,432,row=68B col+data=232B vectors=128B stop=4B,8192,GTO,ok,274527,5992,61186,0.097931,2214,1901,13,370,5.19,2,13,85.56,91.14,257,2261,/home/ltj/2026urp/vortex_arb/worklogs/trace_runs/run48/GTO/sssp
48,sssp,star_chain16,432,row=68B col+data=232B vectors=128B stop=4B,8192,gCAWS,ok,118568,5992,59816,0.100174,2275,1956,10,370,5.15,2,11,85.56,91.25,257,2257,/home/ltj/2026urp/vortex_arb/worklogs/trace_runs/run48/gCAWS/sssp
49,sssp,star_chain16,432,row=68B col+data=232B vectors=128B stop=4B,32768,RR,ok,184130,5992,58910,0.101714,2236,1920,12,370,5.35,2,12,85.56,91.14,256,2264,/home/ltj/2026urp/vortex_arb/worklogs/trace_runs/run49/RR/sssp
49,sssp,star_chain16,432,row=68B col+data=232B vectors=128B stop=4B,32768,GTO,ok,274593,5992,61185,0.097932,2201,1887,13,370,5.15,2,14,85.56,91.18,256,2258,/home/ltj/2026urp/vortex_arb/worklogs/trace_runs/run49/GTO/sssp
49,sssp,star_chain16,432,row=68B col+data=232B vectors=128B stop=4B,32768,gCAWS,ok,138469,5992,71808,0.083445,2265,1948,11,370,5.15,2,11,85.56,91.25,256,2257,/home/ltj/2026urp/vortex_arb/worklogs/trace_runs/run49/gCAWS/sssp
50,sssp,star_chain64,1776,row=260B col+data=1000B vectors=512B stop=4B,512,RR,ok,188267,5992,58926,0.101687,2385,2012,8,376,5.88,2,7,85.46,90.41,285,2329,/home/ltj/2026urp/vortex_arb/worklogs/trace_runs/run50/RR/sssp
50,sssp,star_chain64,1776,row=260B col+data=1000B vectors=512B stop=4B,512,GTO,ok,277202,5992,60452,0.099120,2361,1998,9,376,5.57,2,8,85.46,90.41,285,2326,/home/ltj/2026urp/vortex_arb/worklogs/trace_runs/run50/GTO/sssp
50,sssp,star_chain64,1776,row=260B col+data=1000B vectors=512B stop=4B,512,gCAWS,ok,187784,5992,58940,0.101663,2418,2046,7,376,5.61,2,6,85.46,90.41,285,2327,/home/ltj/2026urp/vortex_arb/worklogs/trace_runs/run50/gCAWS/sssp
51,sssp,star_chain64,1776,row=260B col+data=1000B vectors=512B stop=4B,2048,RR,ok,189486,5992,58902,0.101728,2340,1982,10,376,5.88,8,9,85.46,90.41,263,2263,/home/ltj/2026urp/vortex_arb/worklogs/trace_runs/run51/RR/sssp
51,sssp,star_chain64,1776,row=260B col+data=1000B vectors=512B stop=4B,2048,GTO,ok,284208,5992,61311,0.097731,2342,1985,10,376,5.57,8,9,85.46,90.41,263,2263,/home/ltj/2026urp/vortex_arb/worklogs/trace_runs/run51/GTO/sssp
51,sssp,star_chain64,1776,row=260B col+data=1000B vectors=512B stop=4B,2048,gCAWS,ok,172219,5992,59815,0.100176,2369,2014,8,376,5.69,8,8,85.46,90.41,263,2268,/home/ltj/2026urp/vortex_arb/worklogs/trace_runs/run51/gCAWS/sssp
52,sssp,star_chain64,1776,row=260B col+data=1000B vectors=512B stop=4B,8192,RR,ok,162647,5992,58969,0.101613,2260,1941,12,376,5.88,2,12,85.46,90.41,258,2264,/home/ltj/2026urp/vortex_arb/worklogs/trace_runs/run52/RR/sssp
52,sssp,star_chain64,1776,row=260B col+data=1000B vectors=512B stop=4B,8192,GTO,ok,279311,5992,61760,0.097021,2241,1925,12,376,5.69,2,13,85.46,90.25,258,2258,/home/ltj/2026urp/vortex_arb/worklogs/trace_runs/run52/GTO/sssp
52,sssp,star_chain64,1776,row=260B col+data=1000B vectors=512B stop=4B,8192,gCAWS,ok,197247,5992,59838,0.100137,2290,1972,10,376,5.76,2,11,85.46,90.33,258,2266,/home/ltj/2026urp/vortex_arb/worklogs/trace_runs/run52/gCAWS/sssp
53,sssp,star_chain64,1776,row=260B col+data=1000B vectors=512B stop=4B,32768,RR,ok,162348,5992,58964,0.101621,2246,1930,12,376,5.88,2,13,85.46,90.41,256,2268,/home/ltj/2026urp/vortex_arb/worklogs/trace_runs/run53/RR/sssp
53,sssp,star_chain64,1776,row=260B col+data=1000B vectors=512B stop=4B,32768,GTO,ok,285146,5992,61751,0.097035,2223,1909,13,376,5.69,2,14,85.46,90.25,256,2258,/home/ltj/2026urp/vortex_arb/worklogs/trace_runs/run53/GTO/sssp
53,sssp,star_chain64,1776,row=260B col+data=1000B vectors=512B stop=4B,32768,gCAWS,ok,195821,5992,59839,0.100135,2261,1945,11,376,5.69,2,12,85.46,90.33,256,2262,/home/ltj/2026urp/vortex_arb/worklogs/trace_runs/run53/gCAWS/sssp
